R_mean_RGB,R_std_RGB,R_kurt_RGB,G_mean_RGB,G_std_RGB,G_kurt_RGB,B_mean_RGB,B_std_RGB,B_kurt_RGB,R_mean_YCrCb,R_std_YCrCb,R_kurt_YCrCb,G_mean_YCrCb,G_std_YCrCb,G_kurt_YCrCb,B_mean_YCrCb,B_std_YCrCb,B_kurt_YCrCb,Label
132.00851440429688,54.66292378150669,-0.4730464193250117,153.61366271972656,45.51144723386964,-0.5228538486410366,172.90548706054688,37.80668186023257,1.6043170975384538,156.92724609375,41.682662497316784,-0.008342932645371004,139.4204559326172,14.261048079346143,1.1309305248019852,113.94636535644531,16.049551753372754,0.10777330350807102,0
147.34463500976562,71.52257539691443,-1.1554613224133279,150.1385955810547,66.85359412727665,-0.8931933324716135,152.40663146972656,64.67628727430973,-0.5496631304959414,150.51641845703125,66.0347423241219,-0.8276897286089007,129.35333251953125,9.600067132220572,1.237455270791889,126.18679809570312,9.633648218854828,10.667178841646665,0
151.21861267089844,71.16065864814229,-1.2259088099349789,155.12368774414062,65.5939897653294,-0.8642550441299615,154.56607055664062,64.2258262328093,-0.6896970273793066,154.54086303710938,64.93042101271159,-0.8419242666385154,128.01617431640625,11.378644660479452,0.4615050111724499,126.1385498046875,8.520583389952632,1.2983537149935849,0
162.7390594482422,59.28526095908203,0.07446763987522909,163.09283447265625,55.465636080490604,0.28701145528770144,164.04464721679688,53.39923436937469,0.6770948947420141,163.30111694335938,54.87665970824809,0.34422563994535693,128.43692016601562,7.001509615885804,10.59791490154827,127.636474609375,4.895507514203297,18.30377295598404,0
148.73387145996094,63.24165686690281,-0.7169024835008755,151.80831909179688,58.59566795095763,-0.2782241691828298,155.7231903076172,53.34108475238571,1.0020177399210457,152.6436767578125,56.55410244169169,0.0489275949987551,130.22967529296875,11.788041839599293,-0.44476456620037474,125.796875,7.117449055292739,-1.0304445225728995,0
136.19915771484375,43.41341448672316,0.22132990895671956,163.12193298339844,37.9611474500124,-0.22779115971408137,187.1116180419922,34.363464975588855,0.6268704983091329,167.2495574951172,36.42139729130882,-0.16434490542373803,142.2201385498047,8.14044979899899,8.231007628915167,110.47853088378906,10.887198641194638,23.48962476672536,0
148.7308807373047,53.2748779844771,-1.0036702137412223,165.86041259765625,46.496320526317064,-0.5878468909370516,178.43270874023438,41.704005551794346,0.5693469832398743,167.68692016601562,44.57454005818133,-0.4907777717460644,135.71737670898438,10.558510112422372,1.4494651828143388,117.28619384765625,11.676368772459611,12.83393813482272,0
136.26255798339844,53.847663074216854,-0.9731561307663905,148.50054931640625,46.77904207841823,-0.6434064179073857,154.7357177734375,42.22772724599034,0.13409668844357814,148.9852294921875,45.027001939483725,-0.5745578309396162,132.11985778808594,11.06378650289012,0.38330190583269896,120.81378173828125,9.371831652389046,5.229927135414524,0
136.94325256347656,60.369098377263526,-1.0923758937500225,150.0576171875,55.07997287978126,-0.7670332047426074,159.67344665527344,48.97832405557514,-0.08771983424178487,151.45065307617188,53.207188321690694,-0.670949810353477,133.906494140625,8.857110701271326,2.391678885808447,119.80648803710938,8.70175198971625,13.374307295657559,0
132.4918212890625,49.83983037344338,-0.8379479487517876,146.22572326660156,43.202122268065985,-0.6873091772465112,154.80294799804688,38.08960144043698,-0.17768427372289164,147.24562072753906,41.79092343052468,-0.6690867618812852,133.4003448486328,7.933870848695152,8.02756780825667,119.67265319824219,7.6357410550040425,9.60217540952221,0
124.47390747070312,60.589995404001044,-1.1707630797843205,143.13345336914062,54.58382119853658,-0.9275591703027328,164.40774536132812,43.38889307535167,0.1496521922849796,147.38470458984375,51.02330364719503,-0.8027472761731578,140.1793975830078,11.461776116574114,-0.052394035771599956,115.06883239746094,9.344132531179097,8.264526501369076,0
126.22645568847656,64.406833301685,-1.2522433318929573,141.61529541015625,58.82909906801177,-1.0047290913052416,155.7519989013672,52.44683067239717,-0.3733655395524056,144.1004180908203,56.07934237691062,-0.8581630312249708,136.34439086914062,13.455296342540386,2.6305035137555315,117.914794921875,11.79861342145256,12.570879150645178,0
152.51756286621094,48.11111175050883,-0.8387021983214966,159.56832885742188,47.61905375101287,-0.5229513188360952,179.1227569580078,41.35657608164673,-0.14955783678810297,164.61904907226562,44.277006742751816,-0.44524742335517953,138.36941528320312,11.05794070395604,-0.08631463157126573,121.16673278808594,12.315727383036519,2.157632914904286,0
145.75718688964844,47.71827276664074,-0.8907855357440821,147.5109405517578,47.64816916562039,-0.8125728998113133,154.19583129882812,42.4500375378825,-0.4066596329318166,149.31463623046875,45.11688078239353,-0.6770882461657264,131.4947967529297,8.377985841140156,1.6502984032066736,125.98719787597656,10.72278948788602,2.0954022914084236,0
154.232666015625,47.400343313236384,-0.6257702895026669,149.06544494628906,50.557298889352516,-0.6562502614944772,164.6928253173828,46.55207079393587,-0.034543498773201176,154.33599853515625,47.035565382937364,-0.4213530608456888,135.4095001220703,10.960825605568608,0.48761965588491085,127.93544006347656,16.252056213295102,2.0425704528011046,0
157.39169311523438,49.73208759407165,-0.9878711515852667,158.2198486328125,49.46842433737303,-0.4241147350072918,171.174072265625,40.8506548757542,0.14944241401828107,162.0029296875,44.92310994183972,-0.25306303958251686,134.54202270507812,12.648342358369478,0.6147933226702826,125.39237976074219,14.254939219501436,1.731204775941917,0
127.19535827636719,52.24914868813717,-0.7168177127587336,142.76417541503906,47.713692700478695,-0.5268836161165287,152.82461547851562,45.161522475885775,-0.3684944282836109,144.0037078857422,46.51591729519162,-0.5076180854493915,134.3114776611328,9.710018880103519,5.511034416560699,118.50187683105469,7.880175407074083,8.660276466041466,0
128.3424530029297,49.75914482179973,-0.6394156914223137,146.76727294921875,44.05681625559,-0.41790801349444706,156.7509002685547,41.28821073781521,0.012499215336065905,147.64503479003906,43.213597397878466,-0.41475392076678164,134.4970703125,7.058211585942373,0.8184817341411077,117.09356689453125,8.464938609696782,0.17569467263599758,0
122.72259521484375,59.10295313716897,-1.0907800034833477,141.3054962158203,54.94900515963687,-0.6655226470383453,155.19549560546875,53.556860155814704,-0.19555029978117044,143.34481811523438,54.39015646683632,-0.628127169350468,136.45977783203125,7.676535600620538,2.946105047273586,116.36129760742188,8.697376982896696,6.359898681982974,0
110.88450622558594,45.974277905553826,-0.02903527155873986,130.55801391601562,46.90293982283222,-0.3296447806887577,159.26544189453125,53.34663589765264,-0.5851760196865574,136.90415954589844,47.125679480895215,-0.47006792788684004,143.974609375,12.397232429769339,-0.785167046524041,113.30976867675781,11.334497390119523,25.32396537769862,0
120.5233154296875,54.122444127587805,-0.9025150517286518,136.9730224609375,51.48078312579937,-0.955489667261483,159.62110900878906,53.23203239627131,-1.1677749186505628,141.8589324951172,50.27248427352987,-1.0157154196205052,140.67173767089844,15.22275753576555,-0.4298394335966762,115.9410400390625,9.212671939243013,9.152439621669883,0
129.66989135742188,57.559459749914815,-1.0934695217581207,145.16412353515625,51.87414118960012,-0.8558352242000318,161.73973083496094,45.83753698872983,-0.3615807098649566,148.349365234375,49.68188766296301,-0.7402365508822624,137.5631866455078,10.887758225472547,2.249189188177658,117.46377563476562,8.3360491617669,1.2345598366465946,0
127.21080017089844,58.1213158268899,-1.0206211490200718,144.05906677246094,53.27763664670556,-0.5219862305814842,159.20767211914062,50.1818518525131,0.3468275295332872,146.6798553466797,52.08839796998619,-0.3844519268941471,136.96356201171875,8.87042461052778,4.933970466471305,117.00932312011719,9.876746921645607,10.527244764205632,0
128.34722900390625,52.17279985363709,-0.9175259789428498,147.5169219970703,46.72594714132007,-0.8034922151666772,160.20281982421875,42.399008663553765,-0.42806118936348136,149.1265869140625,45.5014946383897,-0.7828657082435933,135.89938354492188,6.760370874891176,-0.05702525159438743,116.27365112304688,8.046073174515135,1.170428916679291,0
129.72352600097656,50.96912235689335,-0.4707207570287437,144.51463317871094,48.876884399424334,-0.4545054764913483,172.99671936035156,43.98217972545748,-0.36260587848919723,151.3435516357422,44.54732130753654,-0.24608962821545965,143.46365356445312,18.31366793100207,1.2636490845641957,115.79568481445312,8.670472700936743,0.2108587531969146,0
125.45973205566406,52.59176923702929,-0.652568958296917,138.2860107421875,51.5389989967007,-0.7263933673993765,172.8717041015625,50.613977099786936,-0.5909317592918226,147.1749725341797,49.39490157624105,-0.7249751894159879,146.35610961914062,15.034187071799348,0.6772467782037146,115.74317932128906,8.535867257245885,2.844143899154745,0
133.13328552246094,52.678166333274206,-0.7189654464948192,147.73187255859375,51.88391867053521,-0.6941421198226352,170.3456268310547,48.71643197238507,-0.7233197679134791,152.8425750732422,47.54083983412205,-0.47471103809320603,140.49961853027344,19.91561099072227,0.5539251008461492,116.87840270996094,9.207890511316426,1.9570215914103892,0
131.7527313232422,64.74662813352874,-1.3924757656121938,145.9179229736328,59.54716910931226,-1.1057018309183024,162.8444366455078,51.57194826900098,-0.6386646877535749,149.37803649902344,56.771555989637164,-0.9978463537639164,137.65643310546875,12.06097955815627,0.2911489943707495,118.06715393066406,7.735769144741147,0.5803737994518303,0
125.69697570800781,61.76298000308494,-1.158134767608059,139.52919006347656,57.4496786640644,-0.9749658749872427,156.80230712890625,49.08260633292629,-0.598571337591614,143.12213134765625,53.769412552750694,-0.8105456521199517,137.7806396484375,15.000068397664055,0.43751402199416045,118.17198181152344,9.15494054019965,3.4173191646529055,0
